id,model_code,name,description,base_price,is_active,category_id,subcategory_id,brand_id,supplier
182,P215.17,Refillable RCS rplastic heavy duty snap-off knife soft grip,"Refillable RCS certified recycled plastic heavy duty snap-off knife made with RCS (Recycled Claim Standard) certified recycled ABS, TPE and stainless steel blade. Total recycled content: 41% based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials. This versatile knife features a snap-off blade design, allowing you to easily replace the SK4 blade when it becomes dull. Whether you need to cut through cardboard, plastic, or even thin sheets of metal, the snap-off knife is up to the task. The sharp, durable blade ensures that you'll get clean, precise cuts every time. The knife is also incredibly easy to use. The comfortable handle provides a secure grip, allowing you to maintain complete control as you cut. Plus, the lightweight design makes it easy to carry with you wherever you go. Packed in FSC® mix kraft package. The item comes with 1 blade inside the item and two extra blades.",3.28,true,9,51,1,1
183,P221.00,Eon bamboo infinity multitasking pen,"Modern infinity pen made with FSC® 100% certified bamboo. Triangle shaped body, one side with CM indication and one side with Inches. Traditional wooden pencils write only up to around 200 metre but this Tree free infinity pencil, has a writing length of up to around 20000 metres using a graphite tip to produce a graphite line. Not only does it write like a pencil, but the markings can be erased. It works by leaving a graphite line on paper just like a regular traditional wooden pencil but it wears down so slowly, that it should outlast up to 100 traditional wooden pencils! With touch tip to operate mobile device. Packed in FSC® mix packaging.",2.32,true,9,55,5,1
184,P221.01,Eon RCS recycled aluminium infinity multitasking pen,"Modern infinity pen made with RCS certified recycled aluminum. Total recycled content: 40% based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials. Triangle shaped body with CM indication on one side and Inches on another side. Traditional wooden pencils write only up to around 200 metres but this Tree free infinity pencil, has a writing length of up to around 20000 metres using a graphite tip to produce a graphite line. Not only does it write like a pencil, but the markings can be erased. It works by leaving a graphite line on paper just like a regular traditional wooden pencil but it wears down so slowly, that it should outlast up to 100 traditional wooden pencils! With touch tip to operate mobile device. Packed in FSC® mix packaging.",2.22,true,9,55,5,1
185,P221.08,Wooden hex tool,HEX tool made with FSC 100% beech wood and high hardness and corrosion resistant carbon steel (#45). Rockwell hardness 40-45. The item comes with 9 functions:  Allen key 5.5mm; Allen key 2mm; Allen key 2.5mm; Allen key 3mm; Allen key 4mm; Allen key 5mm; Allen key 6mm; Philips screwdriver; Flat screwdriver. Packed in FSC mix kraft box.,15.82,true,9,49,1,1
186,P221.13,Fix multitool,"Aluminium multitool, handle with black details, 14 functions, packed in black 600D pouch.",11.04,true,9,49,1,1
187,P221.22,Gear X multifunctional knife,"Straight clear lines combined with great functionality. This multifunctional tool combines it all, in one pocket sized essential. The luxury aluminum body is matched with premium grade 420 stainless steel tools all presented in black. The 13 functions include: Knife, saw, slotted screwdriver, can opener, file, small Philips screwdriver, Philips screwdriver, corkscrew, thread guide, leather punch, box cutter, bottle opener and small blade. This multifunctional knife is ready for use when you need it. Packed in luxury gift box.",15.44,true,9,49,4,1
188,P221.25,Gear X plier multitool,"A luxury powerhouse, that is how this tool can be described best. The most versatile and durable tool for you daily jobs both in the house and outdoors. The luxury aluminum body is matched with premium grade 420 stainless steel tools all in solid black. The durable tools are made to last a long time. The 13 functions include: Knife (with lock), file, saw, large slotted screwdriver (with lock), Philips screw driver, slotted screwdriver, pliers, standard pliers, wire cutter, bottle opener, screw driver, seat belt cutter, box cutter.  This multifunctional tool is ready for use when you need it. Packed in luxury gift box. Hardness level of tools 40-45 HRC.",32.26,true,9,49,4,1
189,P221.26,Gear X RCS recycled aluminum precision screwdriver set 46 pc,"The ultimate high-performance precision bit kit includes essential parts for repairing mobile phones, tablets, PCs and other items. Most electronics life can be extended easily with a simple repair that often can be found online in ""how to""  guides. 46 pcs packed in case made with RCS certified recycled aluminum. Total recycled content: 22% based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials.  Set includes screwdriver handle and tweezers.  The bits are magnetic and are easy to place and take out from the case.",47.76,true,9,56,4,1
190,P221.27,Gear X foldable EDC tool with carabiner and parcel cutter,"The Gear X Foldable EDC Tool combines exceptional craftsmanship and versatility in a compact design, making it the ultimate everyday carry companion. Crafted from durable stainless steel 420, this high-quality tool offers 11 essential functions, including M5, M4, M3.5, M2.5, M2, and M1.6 wrenches, a flat screwdriver, a Phillips screwdriver, a parcel cutter (to safely open parcels and boxes), a bottle opener and a hook. Measuring just 9.1 cm when folded and 12.8 cm when unfolded, it features an integrated carabiner for easy attachment. Packed in FSC envelope packaging.",6.14,true,9,49,4,1
191,P221.33,Solid multitool with carabiner,"Strong and durable multitool with 11 functions. With aluminium case and stainless steel tools. Tools include: needle nose plier, regular plier, wire cutters, knife, phillips screwdriver, flat screwdriver, saw, can opener, bottle opener, wire stripper, carabiner. Packed in gift box.",25.76,true,9,49,1,1
192,P221.35,Solid multitool,"Strong and durable multitool with 12 functions. With aluminium case and stainless steel tools. Tools include: needle nose plier, regular plier, wire cutter, knife, phillips screwdriver, small flat screwdriver, saw, can opener, bottle opener, serrated knife, reamer/punch, file & large flat screwdriver. Packed in gift box.",19.28,true,9,49,1,1
193,P221.36,Wood multitool,"Strong and durable multitool with 13 functions. With beech wood case and high quality stainless steel tools. Tools include: Long nose pliers, standard pliers, wire cutters, serrated blade, bottle opener, large flat screwdriver, phillips screwdriver, knife, saw, small flat screwdriver, can opener, medium flat screwdriver, file. Packed in gift box.",23.18,true,9,49,1,1
194,P221.37,Wood multitool mini,"Compact and durable multitool with 12 functions. With beech wood case and high quality stainless steel tools. Tools include: long nose pliers, standard pliers, wire cutters, serrated blade, small knife, medium flat screwdriver, bottle opener, large flat screwdriver, knife, small flat screwdriver, phillips screwdriver, file & cleaner. Packed in gift box.",7.76,true,9,49,1,1
195,P221.40,Fix grip multitool,"14 functions, black stainless steel multitool with aluminium anodised handle. Including black pouch.",19.28,true,9,49,1,1
196,P221.43,Excalibur tool and plier,"Ultra-strong tool with 13 functions. Packed in luxury gift box including high quality 1680D pouch. Aluminium material body and stainless steel tools. Tools included: Long nose pliers, standard pliers, wire cutters, serrated blade, bottle opener, large flat screwdriver, medium flat screwdriver, knife, file, phillips screwdriver, can opener,  small flat screwdriver, saw.",16.58,true,9,49,1,1
197,P221.50,Gear X ratchet screwdriver,"Luxury screwdriver set with high quality S2 alloy steel shaft and bits. The set includes multiple bits: PH0/PH1/PH2,SL3/SL4/SL5/HEX3/HEX4/HEX5/TX8/TX10/TX20. Easy to attach with an extra strong magnet. This multifunctional screwdriver is ready for use when you need it. Packed in luxury gift box. Hardness level of bits 60-62 HRC.",19.28,true,9,54,4,1
198,P221.53,Gear X 31 in 1 precision screwdriver set,"The ultimate high-performance precision bit kit includes essential parts for repairing mobile phones, tablets, PCs and other items. Most electronics life can be extended easily with a simple repair that often can be found in online how to perform. 31 pcs packed in luxury aluminum case. Set includes screwdriver handle. T5H, T6H, T8H, T10H, T15H, SL1.5, SL2.0, SL3.0, SL4.0, PH000, PH00, PH0, PH1, PH2, H1.5, H2.0, H3.0, H4.0, T2, T3, T4, Y0.6, Y1, Y2.5, P2, P5, P6, U2.6, △2.3, Medium plate 2.5. Packed in luxury gift box.",29.68,true,9,56,4,1
199,P221.54,Bamboo 5-in-1 toolpen,"Multifunction bamboo pen with ruler (7cm) , spirit level, screw driver, stylus tip and ballpoint with blue writing ink (up to 400m) Made out of bamboo material with aluminium clip.",7.74,true,9,55,1,1
200,P221.55,5-in-1 aluminium toolpen,"Multifunction pen with ruler (7cm) , spirit level, screw driver, stylus tip and ballpoint with blue writing ink (up to 400m) Made out of high quality brass material with aluminium clip.",6.6,true,9,55,1,1
201,P221.60,Magnetic level ruler medium,"Work precise and make sure the details are perfect with this 12cm aluminium ruler. The ruler comes with a magnetic base to attach it to metal surfaces and shock absorbing rubber end caps . With two integrated bubbles for horizontal, and vertical use.  Including carabiner . Accuracy 0.5mm.",12.84,true,9,51,1,1
202,P221.65,Pocket size level ruler with magnet,Work precise and make sure the details are perfect with this 10 cm pocket size aluminum level ruler. The level ruler comes with a magnetic base to attach it to metal surfaces and shock absorbing rubber end caps. Including polyester wrist strap. Accuracy 0.5mm,7.7,true,9,51,1,1
203,P239.00,Polard RCS certified recycled plastic 3-in-1 ice scraper,"3-in-1 ice scraper made with RCS (Recycled Claim Standard) certified recycled ABS/HIPS/TPU. Total recycled content: 98% based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials.  Ice scraper with adjustable head for 3 functions: ice scraping, snow removal and wiping water. Easy to adjust to the situation.",3.28,true,9,45,1,1
204,P239.10,Ice scraper,PS material semi transparent ice scraper with 0.6 edge thickness.,0.56,true,9,45,1,1
205,P239.19,Digital tyre gauge,"Digital tyre gauge with tyre depth gauge, silver ABS body, black grip with back light, red LED. Range 5-100 PSI, 0,5-7 Bar, 50-700 Kpa.",12.88,true,9,45,1,1
206,P239.21,Emergency light with hammer,"Emergency light, silver ABS case, 1 white LED  and 9 red flash lights at side, cutter, window breaker and magnetic base to place on the roof of the car.",15.44,true,9,45,1,1
207,P239.43,Safety led strap,Safety strap with built-in led that can easily be strapped on your arm. The strap makes you more visible during outdoor activities in the dark.,5.12,true,9,57,1,1
208,P239.44,Lumi Sprint RCS rplastic LED re-chargeable running light,"The Lumi Sprint LED Rechargeable Running Light is the perfect companion for safe and sustainable night-time runs. With a sleek grey design and weighing just 39.6 grams, this ultra-thin light easily attaches to your arm for a secure fit. It delivers powerful illumination with a 90-lumen COB LED and offers three light modes: white, red, and flashing white/red, ensuring great visibility. Built with a durable and waterproof construction (IPX4), it withstands rainy conditions and sweat with ease. The case is made from RCS-certified recycled ABS plastic. RCS (Recycled Claim Standard) is a standard to verify the recycled content of a product throughout the whole supply chain. Total recycled content: 17% based on total item weight. The rechargeable 400mAh Li-Ion battery provides up to 2 hours of runtime and fully charges in just 1.25 hours using the included RCS-certified recycled TPE USB-C charging cable. PVC-free and packed in FSC® packaging.",8.98,true,9,57,1,1
209,P239.65,DriveGrip RCS recycled plastic universal magnetic car holder,"Upgrade your car interior with the stable and secure phone car holder. Designed to fit all car types even the newest electric models, it offers flexibility for different installation scenarios and is compatible with phone models that support magnetic mounting. With its strong magnetic attraction, it provides a secure hold on any road surface. It offers 360 degree installation of the phone. Made with recycled TPU, recycled aluminium and recycled ABS. Total recycled content: 85% based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials. Packed in FSC® mix packaging. PVC free.",12.88,true,9,45,1,1
210,P239.66,Volty Aware™ RPET EV-cable storage bag,Premium charging cable bag that is suitable for all EV charging cables and is used to store your charging cable so the electric vehicle interior stays clean. The bag can store cables up to 7.5 metres and weight up to 5kg.  Made with extra strong 1200D recycled PET  embedded with the AWARE™ tracer. 2% of proceeds of each Aware™ product sold will be donated to Water.org. PVC free.The bag has a diameter of 38cm,19.28,true,9,45,1,1
211,P239.75,GRS recycled PET high-visibility safety vest 3-6 years,"XS-sized high-visibility vest designed for children aged 3 to 6, with a height range of 90 to 140 cm. This vest features space for decoration on both the front and rear sides. It is equipped with hook and loop closures on the shoulders and at the bottom for added safety and easy donning. The elastic bands on the opposite side provide flexibility, allowing it to be comfortably worn over thick coats. This vest has rigorous testing and complies with EN 17353:2020 Type AB3. Furthermore, it adheres to the PPE guidelines specified in Regulation (EU) 2016/425 for Personal Protective Equipment Category II. Made with GRS certified recycled PET. Total recycled content: 55% based on total item weight. GRS certification ensures a completely certified supply chain of the recycled materials.",4.26,true,9,52,1,1
212,P239.76,GRS recycled PET high-visibility safety vest 7-12 years,"S-sized high-visibility vest designed for children aged 7 to 12, suitable for those with a height ranging from 90 to 155 cm. This vest offers a generous surface area for decoration, both on the front and back. It is equipped with hook and loop closures on the shoulders and at the base, providing additional safety and facilitating effortless vest donning. The opposing elastic bands ensure stretchability, enabling comfortable wear even over bulky coats. This vest has undergone testing and complies with EN 17353:2020 Type AB3. Moreover, it adheres to the PPE guidelines outlined in Regulation (EU) 2016/425 for Personal Protective Equipment Category II.  Made with GRS certified recycled PET. Total recycled content: 58% based on total item weight. GRS certification ensures a completely certified supply chain of the recycled materials.",4.28,true,9,52,1,1
213,P239.77,GRS recycled PET high-visibility safety vest,"Unisex Class 2 high-visibility warning vest that is designed for individuals with heights ranging from 164 to 198 cm. This vest offer ample space for large decorations on both the front and back, making them ideal for professional use where visibility is paramount. It features a fluorescent background coupled with reflective tape, ensuring compliance with the EN ISO 20471:2013+A1:2016 standard. Furthermore, the garments are marked with the CE symbol to affirm their adherence to EU Regulation 2016/425/EU, categorizing it as Personal Protective Equipment Category II. Made with GRS certified recycled PET. Total recycled content: 67% based on total item weight. GRS certification ensures a completely certified supply chain of the recycled materials.",4.38,true,9,52,1,1
214,P261.02,Ukiyo bamboo round serving board,"No matter what meal you're preparing, all your food will look great on this Ukiyo bamboo round serving board (dia 40cm). Enjoy your freshly prepared food and serve it in style to your friends and family. Packed in luxury kraft box. The board is untreated and can be treated with oil if desired. Never put it into the dishwasher, handwash only.",21.5,true,8,67,6,1
215,P261.08,Ukiyo Aware™ 180gr rcotton table cloth 250x140cm,Create the perfect dining space for special occasions with the Ukiyo Aware™ 180gr rcotton table cloth. The neutral design coordinates perfectly with your dining decor. Size 250x140cm. With Aware™ tracer that validates the genuine use of recycled materials. 2% of proceeds of each product sold containing AWARE™ will be donated to Water.org.,9.92,true,8,67,6,1
216,P261.17,Chef tablet stand with touchpen,Chef is the tablet stand for all modern and creative chefs. The sturdy touch pen makes it easy to use your tablet under steamy kitchen circumstances without leaving any traces of food on your tablet. Registered design®,7.88,true,8,67,7,1
217,P261.21,Cutting board with 4pcs hygienic boards,"Trendy hygienic cutting board set. Dark bamboo cutting board 35x25cm, also functions as storage case for 4 hygienic PP dishwasher safe cutting boards. Colour and icon indicates for what type of food the boards should be used.",16.52,true,8,67,1,1
218,P261.25,Ukiyo Aware™ 180gr rcotton table napkins 4pcs set,These beautiful Ukiyo table napkins 45x45cm are made from recycled cotton. These table napkins can be used as a napkin or placemat and add the finishing touch to your dining table. Comes as a 4pc set in a kraft gift box. The recycled cotton is with AWARE™ tracer that validates the genuine use of recycled materials. 2% of proceeds of each product sold containing AWARE™ will be donated to Water.org.,3.28,true,8,67,6,1
219,P261.33,Ukiyo bamboo serving tongs,"These Ukiyo bamboo serving tongs will become your go-to cooking utensil. Ideal for lifting, turning or serving foods. Comes in kraft gift box.",2.72,true,8,67,6,1
220,P262.11,Ukiyo Aware™ 280gr rcotton deluxe apron,"The Ukiyo Aware™ 280gr rcotton deluxe apron is carefully designed to meet the needs of a modern, everyday kitchen without sacrificing beauty or fun. The one-size apron is designed to fit all body types and sizes.  The adjustable straps gives you the right fit. The front pocket holds your necessary items. The apron is made with recycled cotton with AWARE™ tracer that validates the genuine use of recycled materials. 2% of proceeds of each product sold containing AWARE™ will be donated to Water.org.",8.82,true,8,67,6,1
221,P262.31,Ukiyo bamboo salt and pepper mill set,"This Ukiyo salt and pepper set brings style and function together within one design to your dinner table.The inside consists of a ceramic grinder ensuring that you can grind salt and pepper easily. The salt and pepper mill set is made of bamboo giving it a beautifully natural, yet stylish look. In addition, the mills have an engraved 'P' and 'S' which gives the set an extra touch. Both mills have a large capacity of 110 ml, so you don't have to refill the sets as often. Packed in kraft giftbox.",32.26,true,8,67,6,1
222,P262.32,Electric pepper and salt mill set,"ABS with rubber spray finish, adjustable ceramic mill, with light function. Packed in magnetic gift box.",22.08,true,8,67,1,1
223,P262.34,Planet pepper & salt set,Planet is a stylish pepper and salt set that has a unique spring-action design in each grinder that allows convenient one-hand operation. As the globes are transparent it’s easy to see your sea salt and peppercorn levels. Registered design®,22.62,true,8,67,7,1
224,P262.83,Deluxe canvas oven mitt,"A handy companion in the kitchen, this quilted oven glove shields hands from hot objects. The separate thumb ensures a good grip, attached with decorative PU detail. Made with heavy quality 16oz. canvas. Supplied in a Kraft gift box. Machine wash at 30 degrees celsius with similar colours.",11.28,true,8,67,1,1
225,P262.84,Impact AWARE™ Recycled cotton apron 180gr,"No greenwashing, but telling a true story about sustainability! This Impact 180g recycled cotton apron is made with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials (70% rcotton/30% rpet) and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology. Save water and use genuine recycled fabrics. With the focus on water, 2% of proceeds of each Impact product sold will be donated to Water.org. Don't worry about getting your clothes dirty. This beautiful apron has straps on the waist that help you get your perfect fit every time, and the front pocket is perfect for holding spoons, or any other accessory you need close at hand while cooking. Water savings are based on figures when compared to conventional fibre. This calculated indication is based on reliable LCA data as published by Textile Exchange in their Material Snapshots 2016.",4.38,true,8,67,1,1
226,P262.93,Ukiyo small scented candle in glass,Create warmth and cosiness in your Homewith this Ukiyo small scented candle. Enjoy the subtle jasmin scent that is released. The scented candle comes in an elegant jar. Perfect for some extra athmosphere!,8.98,true,7,41,6,1
227,P262.94,Ukiyo deluxe scented candle with bamboo lid,Create warmth and cosiness in your Homewith this Ukiyo scented candle. Enjoy the subtle jasmin scent that is released. The scented candle comes in an elegant jar with bamboo lid.,15.44,true,7,41,6,1
228,P262.95,Ukiyo deluxe fragrance sticks,"Give each space its own personality with this beautiful deluxe incense set from Ukiyo. Ukiyo means living in the moment, enjoy and cherish each precious moment! The fragrance sticks give a wonderful subtle jasmin scent. Packed in gift box. Capacity 50ml.",9,true,7,41,6,1
229,P262.97,Ukiyo candle and fragrance sticks gift set,"Feel relaxed, recharged and renewed with the Ukiyo fragrance sticks and soy wax candle gift set. By combining the jasmine fragrance sticks and jasmine scented candle, you will create an amazing atmosphere that will leave you feeling revitalised. 10 burning hours, net weight 55gr. Comes in a kraft gift box.",18.08,true,7,41,6,1
230,P263.07,Ukiyo sushi dinner set for two,Enjoy the tastiest sushi with this beautiful Ukiyo 8 pcs sushi set for two that offers two plates with a clean white design and black-detailed rim. The dinnerware set also comes with two matching dipping sauce dishes and two pairs of chopsticks. Packed in a Kraft giftbox.,16.96,true,8,29,6,1
231,P263.08,Ukiyo dinner plate set of 2,Set a beautiful and welcoming table with these gorgeous ceramic plates! The Ukiyo dinner plates are ideal to beautifully present your dishes. The plate has a beautiful neutral colour with black detailed edges and will suit most homes. Combine the dinner plate with other plates and bowls from Ukiyo to create a unique and personal table setting. The product is microwave and dishwasher safe and comes in a 2pc giftbox. Dimensions: dia.: 27 cm.,7.7,true,8,29,6,1
232,P263.09,Ukiyo salad bowl with bamboo salad server,"This beautiful Ukiyo salad bowl is ideal for salads or other bigger dishes. The bowl is made of ceramic and has a black detailed edge, which gives it an exciting and rustic look that is extremely suitable for a modern home. The bowl comes with bamboo salad cutlery which makes the set complete. The bowl is both dishwasher and microwave safe. Including kraft gift box. Dimensions: dia 25.5cm.",9.92,true,8,29,6,1
233,P264.06,Ukiyo borosilicate glass carafe with bamboo lid 1.2L,"This Ukiyo carafe will upgrade any dining table! The beautiful carafe is crafted from durable borosilicate glass and will withstand different temperatures- serve ice cold drinks or warming tea, whatever you fancy! The modern shape and clean lines will suit any table. The bamboo lids adds a natural touch. Capacity 1.2L.",14.68,true,4,25,6,1
234,P265.12,Mail size first aid kit,"24 pcs zipper pouch, including bandage, medical gloves, pair of scissors and tape in nylon pouch, contents are flat packed so complete set fits mailbox, 200g. Conform EN 13485:2016.",13.24,true,7,42,1,1
235,P265.24,Keychain CPR mask,"Small CPR face shield for mouth to mouth resuscitation, in webbing style pouch with velcro closure and steel keyring. Conform EN 13485:2016. With non-return valve.",2.14,true,7,42,1,1
236,P265.31,First aid set in pouch,"Pouch with one front pocket, one black zipped main compartment and belt loop on reverse side of pouch. Content: triangle bandage, PBT bandage, alcohol pad, plasters, scissors, pin and tape, conform EN 13485:2003.",4.38,true,7,42,1,1
237,P265.40,RCS recycled nubuck PU pouch first aid set mailable,"Luxury first aid kit, featuring a water-repellent nubuck-PU material that is both stylish and practical. The material is easy to clean and repels water, making it perfect for use while on the go. Contents: 1pc triangle bandage, 1pc PBT bandage, 4pcs alcohol pad, 1pc swab, 5pcs plasters, 1pc scissor, 2pc pin, 1 pc tape; All content according to Medical Device Directives: 93/42/EEC and EU (2017/745), EN ISO 13485:2016; All content (except for pins and scissor) packed in paper bag marked with all mandatory markings needed for EU legislation, like “Expiration date, CE, LOT number. Total recycled content: 32% based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials",9.38,true,7,42,1,1
238,P265.41,RCS recycled nubuck PU pouch  first aid set,"Luxury first aid kit, featuring a water-repellent nubuck-PU material that is both stylish and practical. The material is easy to clean and repels water, making it perfect for use while on the go 1pc PBT bandage, 1pc PBT and compress bandage, 1pc triangle bandage, 1pc safe kiss, 1 pair of gloves, 1pc tape, 3pcs pin, 1pc scissor, 10pcs plasters and 4pcs alcohol pads; ; All content according to Medical Device Directives: 93/42/EEC and EU (2017/745), EN ISO 13485:2016; All content (except for pins and scissor) packed in paper bag marked with all mandatory markings needed for EU, like “Expiration date, CE, LOT number. Total recycled content: 24 % based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials ",20.66,true,7,42,1,1
239,P265.87,Brandably DESIGN Protective Mask Set,"This comfortable Brandably DESIGN face mask is made for every face. Lightweight three-layer design; The polyester front layer is treated with ViralOff®, a technology that removes 99% of the viruses in 2 hours. The middle layer contains a unique laboratory tested Hyproof® Nanofibre filter. This filter has a filtering efficiency of 95%. The inner layer is made of polyester. With three-dimensional chin structure and nose bridge for easy breathing. This set includes: 1 reusable and washable face mask, 5 reusable filters, 1 storage pouch. This device is not a medical device within the meaning of Regulation EU / 2017/745 (surgical masks) nor is it personal protective equipment within the meaning of Regulation EU / 2016/425 (filter masks type FFP2). Registered design®",2.36,true,7,42,7,1
240,P265.89,Reusable 2-ply cotton face mask,"This 320 g/m2 (2 layers 160g/m2) cotton community/barrier mask is made to fit every face. Wearing this mask avoids your hand touching your mouth and nose. It also reduces the spread of saliva while talking, sneezing or coughing. Flat fold mask designed for durability and comfort. With comfortable & adjustable ear loops for ease putting it on and taking it off. Machine washable at 60 degrees. With insert for filter. Including manual. This device is not a medical device in the sense of Regulation EU/2017/745 ( surgical masks) nor is it personal protective equipment in the sense of Regulation EU/2016/425 (filtering masks type FFP2)",0.58,true,7,42,1,1
241,P269.05,GRS recycled PP lunch box with spork,"This stylish and sturdy lunchbox fits perfectly with a healthy lifestyle! It is big enough for carrying sandwiches and delicious salads. Made with 93% GRS certified recycled PP, GRS certification ensures a completely certified supply chain of the recycled materials. Including a handy spork and elastic strap. Capacity 1.2 litre. The lunch box is easy to clean, but should not be put in the dishwasher or used in the microwave.",12.88,true,8,37,1,1
242,P269.08,RCS Recycled stainless steel leakproof lunch box,"This rock solid and leak proof lunch box with 2 clip closures is made with 86% recycled stainless steel! It keeps your favourite meals fresh and tasty for a long time. Timeless design and durable material make this lunch box the ideal companion at school or in the office. The stainless steel lunch box is easy to clean, but should not be put in the dishwasher or used in the microwave. Made with RCS (Recycled Claim Standard) certified recycled materials. An RCS certification ensures a completely certified supply chain of the recycled materials. Total recycled content based on item weight. For cold foods only. Capacity 0,8 litre. Including FSC®-certified kraft packaging.",23.18,true,8,37,1,1
243,P269.10,RCS RPP lunchbox with bamboo lid,Packing lunches is easier than ever with this RCS certified recycled PP lunch box and bamboo lid. The bottom of the lunchbox is made from 100% RCS certified RPET. RCS certification ensures a completely certified supply chain of the recycled materials. Capacity 0.7 litre. Includes a handy elastic strap and RPET spork. Total recycled content: 44% based on total item weight. Including FSC®-certified kraft packaging. Handwash recommended.,7.7,true,8,37,1,1
244,P269.53,Reusable bamboo travel cutlery set,"Bring your own reusable bamboo utensils wherever you go. Reduce plastic waste and help protect our planet. Set includes: spoon, fork, knife, straw and brush. Beautifully packed in canvas travel pouch.",4.48,true,8,67,1,1
245,P269.55,Tierra 2pcs straw and cutlery set in pouch,"The Tierra 2 pc straw and cutlery set is the ideal set to take with you on the go when you want to reduce the use of single-use plastic. The set contains 2 stainless steel straws, a cleaning brush, a spork and 2 bent silicone straw pieces to attach to the straight ss straw for optimal comfort while sipping your drink. The 2 different colours make it easy for you to tell them apart. Packed in a convenient pouch with Velcro closure. Dishwasher safe. Exterior 100% 600D polyester, interior 100% 210D polyester. PVC free.",3.16,true,8,67,1,1
246,P269.56,Glass lunchbox with bamboo lid,Enjoy the safety of storing and heating your delicious Homecooked meals in this glass bento box. With an airtight bamboo lid you can prepare your healthy meals at Homeand take them anywhere with you while keeping your food fresh. Made of high quality borosilicate glass which can withstand high thermal differences. Including handy spork.,15.44,true,8,37,1,1
247,P269.57,Reusable stainless steel 3 pcs straw set,Phase out the use of plastic straws and upgrade to a durable metal straw that you can take everywhere with you and re-use time after time. This set features 2 straight straws and one bent straw made of durable 304 stainless steel. Take the set anywhere in the convenient cotton pouch. Including a brush for easy cleaning. Dishwasher safe. BPA free.,2.58,true,8,67,1,1
248,P269.59,PP lunchbox with spork,"This stylish and sturdy lunchbox fits perfectly with a healthy lifestyle. It is big enough for carrying sandwiches and delicious salads. Made from PP. Including a handy spork and elastic strap. Capacity 0.8 litre. The lunch box is easy to clean, but it should not be placed in the dishwasher or used in the microwave.",11.56,true,8,37,1,1
249,P269.62,Stainless steel lunchbox with bamboo lid and spork,"Enjoy a healthy, hassle-free lunch on the go with the sleek looking stainless steel lunchbox with bamboo lid. Includes a handy elastic strap and spork. The lunchbox cannot be put into the microwave and oven. Handwash only. Capacity 0.9 litre.",19.34,true,8,37,1,1
250,P269.63,4 PCS stainless steel re-usable cutlery set,"Re-usable stainless steel cutlery set that you can easily take wherever you go and perfect for when you bring your lunch to work. This set includes a fork, knife, spoon, straw and a brush so you can clean the straw. All items fit in the neoprene pouch with zipper and closure cord.",4.42,true,6,12,1,1
251,P279.22,Grundig weatherstation alarm and calendar,"Grundig indoor weatherstation with alarm and calendar.  Features thermometer, alarm, day, month, date and time. Excluding 2x AA batteries. Packed in Grundig giftbox.",14.2,true,8,67,8,1
252,P279.31,Utah RCS recycled plastic and bamboo LED clock,"Large LED screen clock made with RCS (Recycled Claim Standard) certified recycled ABS and FSC® 100% bamboo. Total recycled content: 76 % based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials. With high quality LED screen. Functions: clock, alarm, snooze, temperature, 12/24 hour option. Including 100 cm type C charging cable made from RCS certified recycled TPE. Packed in FSC® mix kraft box.",14.36,true,5,67,1,1
253,P279.41,Utah RCS rplastic and bamboo weather station,"Weather station made with RCS (Recycled Claim Standard) certified recycled ABS and FSC® 100% bamboo. Total recycled content: 42 % based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials. With LCD screen. Functions: temperature, humidity, time, weekday, date, temperature. Including aaa batteries for direct use. Packed in FSC® mix kraft box.",11.04,true,5,67,1,1
254,P279.51,Utah RCS recycled plastic and  bamboo calculator,8 digit calculator made with RCS (Recycled Claim Standard) certified recycled ABS and FSC® 100% bamboo. Total recycled content: 70 % based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials. With solar for re-charging and cell batteries for direct use.,8.82,true,5,67,1,1
255,P279.61,Utah RCS rplastic and bamboo LCD desk clock,Desk clock made with RCS (Recycled Claim Standard) certified recycled ABS and FSC® 100% bamboo. Total recycled content: 66 % based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials. With LCD screen. Functions: Time and alarm clock. Including 100 cm type C cable made from RCS certified recycled TPE. Packed in FSC® mix kraft box.,8.82,true,5,67,1,1
256,P300.16,RGB gaming mouse,"Become a gaming hero with this ergonomic design RGB gaming mouse. The high precision mouse has an optical resolution up to 7200 DPI.   With 6 buttons and scroll button. With integrated RGB lights that can be set in 13 different modes.  Durable 160 cm wear proof woven cable for extra long lasting usage. The mouse is plug and play so no need to install a driver. Made from ABS material. Compatible with Windows 2000/XP/Vista/Windows 7, 8 & 10/Linux/Mac. Item and cable are PVC free.",8.7,true,5,67,9,1
